timestamp,mfrid,prodid,sensorid,flags,switch,voltage,freq,reactive,real,apparent,current,temperature
1552851455.84,4,2,7344,11111000,1,243,49.80078125,-8,5,None,None,None
1552851459.23,4,2,10404,11111000,1,240,49.8984375,0,57,None,None,None
1552851461.85,4,2,9611,11111000,1,242,49.8515625,0,26,None,None,None
1552851465.18,4,2,7344,11111000,1,243,49.8984375,-7,4,None,None,None
1552851470.86,4,2,10404,11111000,1,240,49.94921875,0,58,None,None,None
1552851476.86,4,2,7344,11111000,1,243,49.8515625,-7,5,None,None,None
1552851479.87,4,2,10404,11111000,1,240,49.94921875,0,57,None,None,None
1552851480.26,4,2,9611,11111000,1,243,49.8515625,0,28,None,None,None
1552851485.87,4,2,7344,11111000,1,242,49.8984375,-8,4,None,None,None
1552851489.18,4,2,10404,11111000,1,240,49.94921875,0,58,None,None,None
1552851491.88,4,2,9611,11111000,1,242,49.8984375,0,27,None,None,None
1552851495.08,4,2,7344,11111000,1,243,49.8515625,-7,5,None,None,None
1552851500.89,4,2,10404,11111000,1,240,49.94921875,0,58,None,None,None
1552851506.89,4,2,7344,11111000,1,243,49.8984375,-7,6,None,None,None
1552851509.89,4,2,10404,11111000,1,240,49.94921875,0,57,None,None,None
1552851510.17,4,2,9611,11111000,1,242,49.8984375,0,27,None,None,None
1552851515.9,4,2,7344,11111000,1,242,49.8515625,-7,4,None,None,None
1552851519.12,4,2,10404,11111000,1,240,49.8984375,0,58,None,None,None
1552851521.91,4,2,9611,11111000,1,242,49.8515625,0,25,None,None,None
1552851524.98,4,2,7344,11111000,1,243,49.8515625,-8,6,None,None,None
1552851530.92,4,2,10404,11111000,1,240,50.0,0,59,None,None,None
1552851536.92,4,2,7344,11111000,1,243,49.8984375,-6,4,None,None,None
1552851539.92,4,2,10404,11111000,1,240,49.94921875,0,59,None,None,None
1552851540.08,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552851545.93,4,2,7344,11111000,1,243,49.8984375,-6,5,None,None,None
1552851549.07,4,2,10404,11111000,1,240,50.0,0,57,None,None,None
1552851551.94,4,2,9611,11111000,1,242,49.8984375,0,27,None,None,None
1552851554.94,4,2,7344,11111000,1,242,49.8984375,-8,5,None,None,None
1552851560.94,4,2,10404,11111000,1,239,49.94921875,0,57,None,None,None
1552851564.85,4,2,7344,11111000,1,242,49.8984375,-7,5,None,None,None
1552851569.95,4,2,10404,11111000,1,239,50.0,0,58,None,None,None
1552851575.96,4,2,7344,11111000,1,242,49.8984375,-8,6,None,None,None
1552851584.97,4,2,7344,11111000,1,242,49.94921875,-7,5,None,None,None
1552851590.97,4,2,10404,11111000,1,239,50.0,0,56,None,None,None
1552851594.75,4,2,7344,11111000,1,241,49.8984375,-8,5,None,None,None
1552851599.98,4,2,10404,11111000,1,239,50.0,0,58,None,None,None
1552851605.99,4,2,7344,11111000,1,241,49.94921875,-7,3,None,None,None
1552851608.99,4,2,10404,11111000,1,239,50.0,0,57,None,None,None
1552851609.87,4,2,9611,11111000,1,241,49.94921875,0,28,None,None,None
1552851615.0,4,2,7344,11111000,1,242,49.8984375,-8,4,None,None,None
1552851618.95,4,2,10404,11111000,1,239,50.05078125,0,58,None,None,None
1552851621.0,4,2,9611,11111000,1,241,49.94921875,0,27,None,None,None
1552851624.65,4,2,7344,11111000,1,242,49.94921875,-8,4,None,None,None
1552851630.01,4,2,10404,11111000,1,239,50.0,0,57,None,None,None
1552851636.02,4,2,7344,11111000,1,241,49.8984375,-8,5,None,None,None
1552851639.02,4,2,10404,11111000,1,239,50.0,0,57,None,None,None
1552851639.78,4,2,9611,11111000,1,241,49.94921875,0,26,None,None,None
1552851645.03,4,2,7344,11111000,1,242,49.94921875,-8,4,None,None,None
1552851648.9,4,2,10404,11111000,1,239,50.0,0,57,None,None,None
1552851651.03,4,2,9611,11111000,1,241,49.94921875,0,26,None,None,None
1552851654.55,4,2,7344,11111000,1,242,49.94921875,-7,5,None,None,None
1552851660.04,4,2,10404,11111000,1,239,50.0,0,57,None,None,None
1552851666.05,4,2,7344,11111000,1,242,49.8984375,-8,4,None,None,None
1552851669.05,4,2,10404,11111000,1,240,50.05078125,0,58,None,None,None
1552851669.68,4,2,9611,11111000,1,242,49.94921875,0,28,None,None,None
1552851675.06,4,2,7344,11111000,1,242,49.94921875,-8,4,None,None,None
1552851678.85,4,2,10404,11111000,1,240,50.0,0,57,None,None,None
1552851681.06,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552851684.45,4,2,7344,11111000,1,242,49.94921875,-8,5,None,None,None
1552851690.07,4,2,10404,11111000,1,240,50.05078125,0,58,None,None,None
1552851696.08,4,2,7344,11111000,1,242,49.94921875,-6,4,None,None,None
1552851699.08,4,2,10404,11111000,1,240,50.05078125,0,56,None,None,None
1552851699.59,4,2,9611,11111000,1,242,50.0,0,27,None,None,None
1552851705.09,4,2,7344,11111000,1,243,49.94921875,-8,5,None,None,None
1552851711.09,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552851714.35,4,2,7344,11111000,1,243,49.94921875,-7,5,None,None,None
1552851720.1,4,2,10404,11111000,1,240,50.0,0,57,None,None,None
1552851726.11,4,2,7344,11111000,1,242,49.94921875,-7,5,None,None,None
1552851729.11,4,2,10404,11111000,1,240,50.05078125,0,56,None,None,None
1552851729.5,4,2,9611,11111000,1,242,49.94921875,0,28,None,None,None
1552851735.12,4,2,7344,11111000,1,242,50.0,-7,5,None,None,None
1552851738.74,4,2,10404,11111000,1,240,50.0,2,56,None,None,None
1552851741.12,4,2,9611,11111000,1,242,50.0,-2,27,None,None,None
1552851744.25,4,2,7344,11111000,1,242,49.94921875,-8,5,None,None,None
1552851750.13,4,2,10404,11111000,1,240,50.05078125,0,59,None,None,None
1552851756.14,4,2,7344,11111000,1,242,49.94921875,-8,5,None,None,None
1552851759.14,4,2,10404,11111000,1,239,50.05078125,0,56,None,None,None
1552851759.41,4,2,9611,11111000,1,241,50.0,0,27,None,None,None
1552851765.15,4,2,7344,11111000,1,241,49.94921875,-8,5,None,None,None
1552851768.69,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851771.15,4,2,9611,11111000,1,241,49.94921875,0,26,None,None,None
1552851774.15,4,2,7344,11111000,1,241,49.94921875,-7,6,None,None,None
1552851780.16,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851784.11,4,2,7344,11111000,1,241,50.0,-7,5,None,None,None
1552851789.32,4,2,9611,11111000,1,241,50.0,0,27,None,None,None
1552851795.18,4,2,7344,11111000,1,242,50.0,-8,4,None,None,None
1552851798.63,4,2,10404,11111000,1,240,50.05078125,0,57,None,None,None
1552851801.18,4,2,9611,11111000,1,242,50.05078125,-2,27,None,None,None
1552851804.18,4,2,7344,11111000,1,242,49.94921875,-8,5,None,None,None
1552851810.19,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851814.01,4,2,7344,11111000,1,242,50.0,-7,5,None,None,None
1552851819.2,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851825.2,4,2,7344,11111000,1,241,49.94921875,-7,4,None,None,None
1552851828.58,4,2,10404,11111000,1,239,50.1015625,0,56,None,None,None
1552851831.21,4,2,9611,11111000,1,241,50.0,0,28,None,None,None
1552851834.21,4,2,7344,11111000,1,241,49.94921875,-8,5,None,None,None
1552851840.22,4,2,10404,11111000,1,239,50.05078125,0,56,None,None,None
1552851843.91,4,2,7344,11111000,1,242,50.0,-8,4,None,None,None
1552851849.23,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851855.23,4,2,7344,11111000,1,242,49.94921875,-7,4,None,None,None
1552851858.53,4,2,10404,11111000,1,239,50.05078125,0,55,None,None,None
1552851859.12,4,2,9611,11111000,1,241,50.0,0,27,None,None,None
1552851864.24,4,2,7344,11111000,1,242,49.94921875,-7,4,None,None,None
1552851870.25,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851873.81,4,2,7344,11111000,1,242,50.0,-7,5,None,None,None
1552851879.26,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851885.26,4,2,7344,11111000,1,242,50.0,-8,5,None,None,None
1552851888.48,4,2,10404,11111000,1,240,50.05078125,0,57,None,None,None
1552851889.03,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552851894.27,4,2,7344,11111000,1,242,49.94921875,-7,5,None,None,None
1552851900.28,4,2,10404,11111000,1,239,50.05078125,2,56,None,None,None
1552851903.71,4,2,7344,11111000,1,241,50.0,-8,4,None,None,None
1552851909.29,4,2,10404,11111000,1,239,50.05078125,0,56,None,None,None
1552851915.29,4,2,7344,11111000,1,241,49.94921875,-8,4,None,None,None
1552851918.42,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851918.94,4,2,9611,11111000,1,241,50.0,0,27,None,None,None
1552851924.3,4,2,7344,11111000,1,242,49.94921875,-7,4,None,None,None
1552851930.31,4,2,10404,11111000,1,239,50.05078125,0,58,None,None,None
1552851933.62,4,2,7344,11111000,1,242,50.0,-8,5,None,None,None
1552851939.32,4,2,10404,11111000,1,239,50.05078125,0,57,None,None,None
1552851945.32,4,2,7344,11111000,1,242,49.94921875,-8,5,None,None,None
1552851948.85,4,2,9611,11111000,1,242,50.0,0,28,None,None,None
1552851954.33,4,2,7344,11111000,1,242,50.0,-8,6,None,None,None
1552851960.34,4,2,10404,11111000,1,240,50.05078125,0,56,None,None,None
1552851963.52,4,2,7344,11111000,1,243,49.94921875,-8,5,None,None,None
1552851969.35,4,2,10404,11111000,1,241,50.05078125,0,58,None,None,None
1552851975.35,4,2,7344,11111000,1,243,49.94921875,-8,4,None,None,None
1552851978.36,4,2,10404,11111000,1,241,50.0,0,58,None,None,None
1552851978.75,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552851984.36,4,2,7344,11111000,1,243,49.94921875,-7,4,None,None,None
1552851988.3,4,2,10404,11111000,1,240,50.05078125,0,58,None,None,None
1552851990.37,4,2,9611,11111000,1,242,49.94921875,0,28,None,None,None
1552851993.42,4,2,7344,11111000,1,243,49.94921875,-7,5,None,None,None
1552851999.38,4,2,10404,11111000,1,241,50.0,0,58,None,None,None
1552852005.38,4,2,7344,11111000,1,243,49.8984375,-8,5,None,None,None
1552852008.38,4,2,10404,11111000,1,240,50.0,0,58,None,None,None
1552852008.66,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552852014.39,4,2,7344,11111000,1,243,49.94921875,-8,5,None,None,None
1552852018.24,4,2,10404,11111000,1,240,50.0,0,58,None,None,None
1552852020.4,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552852023.4,4,2,7344,11111000,1,243,49.8984375,-7,5,None,None,None
1552852029.41,4,2,10404,11111000,1,240,50.0,-2,56,None,None,None
1552852033.29,4,2,7344,11111000,1,243,49.94921875,-8,5,None,None,None
1552852038.41,4,2,10404,11111000,1,241,50.0,0,57,None,None,None
1552852038.57,4,2,9611,11111000,1,243,49.8984375,0,26,None,None,None
1552852044.42,4,2,7344,11111000,1,244,49.8984375,-8,5,None,None,None
1552852048.19,4,2,10404,11111000,1,241,50.0,0,58,None,None,None
1552852050.43,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852053.43,4,2,7344,11111000,1,243,49.94921875,-7,4,None,None,None
1552852059.44,4,2,10404,11111000,1,240,50.0,0,58,None,None,None
1552852063.19,4,2,7344,11111000,1,243,49.8984375,-7,6,None,None,None
1552852068.44,4,2,10404,11111000,1,240,50.0,0,56,None,None,None
1552852074.45,4,2,7344,11111000,1,242,49.94921875,-8,5,None,None,None
1552852078.14,4,2,10404,11111000,1,240,50.05078125,0,56,None,None,None
1552852080.46,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552852083.46,4,2,7344,11111000,1,242,49.94921875,-6,5,None,None,None
1552852089.47,4,2,10404,11111000,1,240,50.0,0,57,None,None,None
1552852093.09,4,2,7344,11111000,1,243,49.94921875,-7,5,None,None,None
1552852098.47,4,2,10404,11111000,1,241,50.0,0,56,None,None,None
1552852104.48,4,2,7344,11111000,1,243,49.8984375,-7,5,None,None,None
1552852108.08,4,2,10404,11111000,1,240,50.0,0,58,None,None,None
1552852108.36,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552852113.49,4,2,7344,11111000,1,242,49.8984375,-7,3,None,None,None
1552852119.49,4,2,10404,11111000,1,239,49.94921875,0,58,None,None,None
1552852122.99,4,2,7344,11111000,1,241,49.8984375,-8,6,None,None,None
1552852128.5,4,2,10404,11111000,1,238,50.0,0,57,None,None,None
1552852134.51,4,2,7344,11111000,1,239,49.94921875,-7,5,None,None,None
1552852138.03,4,2,10404,11111000,1,237,50.0,-2,55,None,None,None
1552852138.27,4,2,9611,11111000,1,239,49.94921875,0,26,None,None,None
1552852143.52,4,2,7344,11111000,1,240,49.8984375,-6,4,None,None,None
1552852149.52,4,2,10404,11111000,1,238,50.0,0,57,None,None,None
1552852152.88,4,2,7344,11111000,1,240,49.8984375,-8,4,None,None,None
1552852158.53,4,2,10404,11111000,1,238,50.0,0,57,None,None,None
1552852164.54,4,2,7344,11111000,1,240,49.94921875,-9,5,None,None,None
1552852167.97,4,2,10404,11111000,1,238,50.0,0,56,None,None,None
1552852168.18,4,2,9611,11111000,1,240,49.94921875,0,27,None,None,None
1552852173.54,4,2,7344,11111000,1,240,49.8515625,-7,4,None,None,None
1552852179.55,4,2,10404,11111000,1,237,49.94921875,0,56,None,None,None
1552852182.78,4,2,7344,11111000,1,240,49.94921875,-8,3,None,None,None
1552852188.56,4,2,10404,11111000,1,237,50.0,0,55,None,None,None
1552852194.57,4,2,7344,11111000,1,240,49.8984375,-6,4,None,None,None
1552852197.91,4,2,10404,11111000,1,237,50.0,0,56,None,None,None
1552852198.09,4,2,9611,11111000,1,239,49.94921875,0,26,None,None,None
1552852203.57,4,2,7344,11111000,1,239,49.8984375,-8,5,None,None,None
1552852209.58,4,2,10404,11111000,1,237,49.94921875,0,58,None,None,None
1552852212.67,4,2,7344,11111000,1,240,49.8984375,-7,4,None,None,None
1552852218.59,4,2,10404,11111000,1,237,50.0,0,57,None,None,None
1552852224.6,4,2,7344,11111000,1,240,49.8984375,-7,5,None,None,None
1552852227.85,4,2,10404,11111000,1,238,49.94921875,0,56,None,None,None
1552852228.0,4,2,9611,11111000,1,240,49.94921875,0,27,None,None,None
1552852233.6,4,2,7344,11111000,1,240,49.8984375,-7,5,None,None,None
1552852239.61,4,2,10404,11111000,1,238,50.0,0,56,None,None,None
1552852242.61,4,2,7344,11111000,1,240,49.8515625,-6,5,None,None,None
1552852248.62,4,2,10404,11111000,1,238,50.0,0,57,None,None,None
1552852252.53,4,2,7344,11111000,1,240,49.8984375,-8,5,None,None,None
1552852257.8,4,2,10404,11111000,1,238,49.94921875,0,56,None,None,None
1552852257.91,4,2,9611,11111000,1,240,49.94921875,0,28,None,None,None
1552852263.63,4,2,7344,11111000,1,239,49.8984375,-7,4,None,None,None
1552852269.64,4,2,10404,11111000,1,236,50.0,-2,55,None,None,None
1552852272.64,4,2,7344,11111000,1,239,49.8515625,-7,6,None,None,None
1552852278.65,4,2,10404,11111000,1,237,49.94921875,0,56,None,None,None
1552852282.42,4,2,7344,11111000,1,240,49.8984375,-7,4,None,None,None
1552852287.74,4,2,10404,11111000,1,238,49.94921875,0,56,None,None,None
1552852287.85,4,2,9611,11111000,1,240,49.8984375,0,27,None,None,None
1552852293.66,4,2,7344,11111000,1,240,49.8515625,-7,5,None,None,None
1552852299.67,4,2,10404,11111000,1,239,49.94921875,0,58,None,None,None
1552852302.67,4,2,7344,11111000,1,242,49.8984375,-8,6,None,None,None
1552852308.68,4,2,10404,11111000,1,240,49.94921875,0,57,None,None,None
1552852312.31,4,2,7344,11111000,1,242,49.8515625,-7,5,None,None,None
1552852317.69,4,2,10404,11111000,1,240,49.94921875,0,59,None,None,None
1552852317.79,4,2,9611,11111000,1,242,49.8984375,0,27,None,None,None
1552852323.69,4,2,7344,11111000,1,242,49.8515625,-7,5,None,None,None
1552852327.66,4,2,10404,11111000,1,240,49.94921875,0,58,None,None,None
1552852329.7,4,2,9611,11111000,1,242,49.8984375,0,28,None,None,None
1552852332.7,4,2,7344,11111000,1,242,49.8984375,-7,5,None,None,None
1552852338.71,4,2,10404,11111000,1,240,50.0,0,59,None,None,None
1552852342.2,4,2,7344,11111000,1,243,49.8515625,-8,5,None,None,None
1552852347.72,4,2,10404,11111000,1,240,49.94921875,0,57,None,None,None
1552852353.72,4,2,7344,11111000,1,243,49.8984375,-6,5,None,None,None
1552852362.73,4,2,7344,11111000,1,243,49.8984375,-7,4,None,None,None
1552852372.09,4,2,7344,11111000,1,243,49.8515625,-7,5,None,None,None
1552852383.75,4,2,7344,11111000,1,243,49.8984375,-8,4,None,None,None
1552852392.76,4,2,7344,11111000,1,242,49.8984375,-7,4,None,None,None
1552852398.77,4,2,9611,11111000,1,241,49.8984375,0,27,None,None,None
1552852401.99,4,2,7344,11111000,1,241,49.8984375,-8,4,None,None,None
1552852407.78,4,2,9611,11111000,1,241,49.8984375,0,27,None,None,None
1552852413.78,4,2,7344,11111000,1,241,49.8515625,-9,5,None,None,None
1552852417.45,4,2,9611,11111000,1,241,49.8984375,-2,27,None,None,None
1552852417.56,4,2,10404,11111000,1,239,50.0,0,57,None,None,None
1552852422.79,4,2,7344,11111000,1,241,49.8984375,-6,5,None,None,None
1552852428.8,4,2,9611,11111000,1,241,49.94921875,0,27,None,None,None
1552852437.8,4,2,9611,11111000,1,241,49.8984375,0,28,None,None,None
1552852443.81,4,2,7344,11111000,1,242,49.8515625,-6,5,None,None,None
1552852447.36,4,2,9611,11111000,1,241,49.8515625,0,27,None,None,None
1552852447.47,4,2,10404,11111000,1,239,49.8984375,0,57,None,None,None
1552852452.82,4,2,7344,11111000,1,242,49.8984375,-8,5,None,None,None
1552852458.82,4,2,9611,11111000,1,241,49.8984375,0,28,None,None,None
1552852461.83,4,2,7344,11111000,1,242,49.8515625,-7,5,None,None,None
1552852467.83,4,2,9611,11111000,1,241,49.8984375,0,28,None,None,None
1552852471.75,4,2,7344,11111000,1,242,49.8984375,-7,5,None,None,None
1552852477.27,4,2,9611,11111000,1,241,49.94921875,0,27,None,None,None
1552852477.38,4,2,10404,11111000,1,239,49.94921875,0,57,None,None,None
1552852482.85,4,2,7344,11111000,1,242,49.8515625,-7,5,None,None,None
1552852488.86,4,2,9611,11111000,1,242,49.8984375,0,27,None,None,None
1552852491.86,4,2,7344,11111000,1,242,49.8984375,-7,4,None,None,None
1552852497.86,4,2,9611,11111000,1,242,49.8984375,0,26,None,None,None
1552852501.64,4,2,7344,11111000,1,242,49.8984375,-7,5,None,None,None
1552852507.19,4,2,9611,11111000,1,242,49.94921875,0,28,None,None,None
1552852507.3,4,2,10404,11111000,1,240,49.94921875,0,58,None,None,None
1552852512.88,4,2,7344,11111000,1,242,49.8515625,-8,4,None,None,None
1552852518.88,4,2,9611,11111000,1,241,49.8984375,0,28,None,None,None
1552852521.89,4,2,7344,11111000,1,241,49.8515625,-7,5,None,None,None
1552852527.89,4,2,9611,11111000,1,240,49.8984375,0,27,None,None,None
1552852531.53,4,2,7344,11111000,1,241,49.8984375,-8,5,None,None,None
1552852537.1,4,2,9611,11111000,1,241,49.8984375,0,27,None,None,None
1552852537.24,4,2,10404,11111000,1,239,49.94921875,0,56,None,None,None
1552852542.91,4,2,7344,11111000,1,241,49.8515625,-8,4,None,None,None
1552852548.91,4,2,9611,11111000,1,241,49.8984375,0,27,None,None,None
1552852551.92,4,2,7344,11111000,1,242,49.8984375,-7,4,None,None,None
1552852557.92,4,2,9611,11111000,1,242,49.94921875,0,26,None,None,None
1552852561.42,4,2,7344,11111000,1,243,49.8515625,-7,5,None,None,None
1552852567.18,4,2,10404,11111000,1,240,49.94921875,0,56,None,None,None
1552852572.94,4,2,7344,11111000,1,242,49.8984375,-8,5,None,None,None
1552852578.94,4,2,9611,11111000,1,242,49.8984375,0,26,None,None,None
1552852581.94,4,2,7344,11111000,1,243,49.8984375,-7,5,None,None,None
1552852587.95,4,2,9611,11111000,1,242,49.94921875,0,27,None,None,None
1552852591.32,4,2,7344,11111000,1,243,49.8984375,-8,5,None,None,None
1552852596.96,4,2,9611,11111000,1,242,49.8984375,0,27,None,None,None
1552852597.12,4,2,10404,11111000,1,240,50.0,0,57,None,None,None
1552852602.97,4,2,7344,11111000,1,243,49.8984375,-8,4,None,None,None
1552852606.9,4,2,9611,11111000,1,243,50.0,0,28,None,None,None
1552852608.97,4,2,10404,11111000,1,241,50.0,0,59,None,None,None
1552852611.97,4,2,7344,11111000,1,244,49.8984375,-8,5,None,None,None
1552852617.98,4,2,9611,11111000,1,243,49.8984375,0,27,None,None,None
1552852621.21,4,2,7344,11111000,1,243,49.8984375,-9,5,None,None,None
1552852626.99,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852633.0,4,2,7344,11111000,1,243,49.8984375,-7,5,None,None,None
1552852636.81,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852639.0,4,2,10404,11111000,1,241,49.94921875,0,57,None,None,None
1552852642.0,4,2,7344,11111000,1,244,49.94921875,-8,6,None,None,None
1552852648.01,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852657.02,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852663.03,4,2,7344,11111000,1,243,49.8984375,-6,4,None,None,None
1552852666.73,4,2,9611,11111000,1,243,49.94921875,0,28,None,None,None
1552852666.99,4,2,10404,11111000,1,241,50.0,0,56,None,None,None
1552852672.03,4,2,7344,11111000,1,243,49.94921875,-7,6,None,None,None
1552852678.04,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852681.04,4,2,7344,11111000,1,243,49.8984375,-7,5,None,None,None
1552852687.05,4,2,9611,11111000,1,243,49.94921875,-2,27,None,None,None
1552852690.97,4,2,7344,11111000,1,243,49.8984375,-7,5,None,None,None
1552852696.65,4,2,9611,11111000,1,243,49.94921875,0,26,None,None,None
1552852696.93,4,2,10404,11111000,1,241,50.0,0,57,None,None,None
1552852702.06,4,2,7344,11111000,1,243,49.8984375,-8,5,None,None,None
1552852708.07,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852711.07,4,2,7344,11111000,1,243,49.8984375,-7,6,None,None,None
1552852717.08,4,2,9611,11111000,1,243,49.94921875,0,27,None,None,None
1552852720.87,4,2,7344,11111000,1,244,49.94921875,-7,6,None,None,None
1552852726.57,4,2,9611,11111000,1,244,49.94921875,0,28,None,None,None
1552852726.87,4,2,10404,11111000,1,241,50.0,0,58,None,None,None
1552852732.09,4,2,7344,11111000,1,244,49.8984375,-8,4,None,None,None
1552852738.1,4,2,9611,11111000,1,243,49.94921875,0,28,None,None,None
1552852741.1,4,2,7344,11111000,1,243,49.8984375,-7,4,None,None,None
1552852747.11,4,2,9611,11111000,1,243,49.8984375,-2,29,None,None,None
1552852750.76,4,2,7344,11111000,1,244,49.94921875,-7,5,None,None,None
1552852756.48,4,2,9611,11111000,1,243,49.94921875,0,26,None,None,None
1552852756.81,4,2,10404,11111000,1,241,49.94921875,0,58,None,None,None
1552852762.12,4,2,7344,11111000,1,244,49.8515625,-7,4,None,None,None
1552852768.13,4,2,9611,11111000,1,244,49.94921875,0,28,None,None,None
1552852771.13,4,2,7344,11111000,1,244,49.8984375,-7,6,None,None,None
1552852777.14,4,2,9611,11111000,1,243,49.8515625,-2,27,None,None,None
1552852780.66,4,2,7344,11111000,1,244,49.8515625,-7,5,None,None,None
1552852786.39,4,2,9611,11111000,1,243,49.80078125,0,27,None,None,None
1552852786.76,4,2,10404,11111000,1,241,49.8515625,0,58,None,None,None
1552852792.15,4,2,7344,11111000,1,244,49.75,-8,6,None,None,None
1552852798.16,4,2,9611,11111000,1,243,49.80078125,0,27,None,None,None
1552852801.16,4,2,7344,11111000,1,243,49.75,-8,5,None,None,None
1552852807.17,4,2,9611,11111000,1,243,49.80078125,0,29,None,None,None
1552852810.55,4,2,7344,11111000,1,243,49.75,-8,4,None,None,None
1552852816.3,4,2,9611,11111000,1,243,49.75,-2,27,None,None,None
1552852816.7,4,2,10404,11111000,1,241,49.80078125,0,59,None,None,None
1552852822.18,4,2,7344,11111000,1,243,49.75,-8,5,None,None,None
1552852828.19,4,2,9611,11111000,1,242,49.80078125,0,27,None,None,None
1552852840.45,4,2,7344,11111000,1,242,49.80078125,-7,5,None,None,None
1552852846.65,4,2,10404,11111000,1,240,49.8515625,0,56,None,None,None
1552852852.21,4,2,7344,11111000,1,243,49.75,-9,5,None,None,None
1552852856.18,4,2,9611,11111000,1,243,49.80078125,0,27,None,None,None
1552852858.22,4,2,10404,11111000,1,241,49.8515625,0,58,None,None,None
1552852861.22,4,2,7344,11111000,1,243,49.75,-8,4,None,None,None
1552852867.23,4,2,9611,11111000,1,243,49.75,0,28,None,None,None
1552852870.35,4,2,7344,11111000,1,243,49.69921875,-7,5,None,None,None
1552852876.24,4,2,9611,11111000,1,243,49.75,0,27,None,None,None
